Member_number,Date,itemDescription,Cost,Date_Format
2927,13-Jan-14,hygiene articles,5,41652
1961,13-Jan-14,frozen vegetables,11,41652
3482,13-Jan-14,soda,7,41652
2545,14-Jan-14,citrus fruit,4,41653
3291,14-Jan-14,butter milk,2.65,41653
2564,14-Jan-14,rolls/buns,2,41653
2919,14-Jan-14,rolls/buns,2,41653
3246,14-Jan-14,pot plants,3,41653
1859,14-Jan-14,soda,7,41653
4550,14-Jan-14,chicken,7,41653
1311,14-Jan-14,other vegetables,6,41653
4321,14-Jan-14,yogurt,2.65,41653
4086,14-Jan-14,pastry,6,41653
1065,14-Jan-14,tropical fruit,5,41653
4362,14-Jan-14,yogurt,2.65,41653
2384,14-Jan-14,semi-finished bread,3,41653
3344,14-Jan-14,rolls/buns,2,41653
4206,14-Jan-14,rolls/buns,2,41653
3160,14-Jan-14,red/blush wine,11,41653
2294,14-Jan-14,whole milk,3,41653
2076,14-Jan-14,softener,11,41653
1608,14-Jan-14,fruit/vegetable juice,11,41653
4143,14-Jan-14,pastry,6,41653
2463,14-Jan-14,berries,7.5,41653
2545,14-Jan-14,onions,4,41653
3291,14-Jan-14,newspapers,3,41653
2564,14-Jan-14,root vegetables,8,41653
2919,14-Jan-14,curd,4,41653
3246,14-Jan-14,frozen vegetables,11,41653
1859,14-Jan-14,chewing gum,3,41653
4550,14-Jan-14,long life bakery product,7,41653
1311,14-Jan-14,rolls/buns,2,41653
4321,14-Jan-14,soda,7,41653
4086,14-Jan-14,semi-finished bread,3,41653
1065,14-Jan-14,whole milk,3,41653
4362,14-Jan-14,rolls/buns,2,41653
2384,14-Jan-14,rolls/buns,2,41653
3344,14-Jan-14,yogurt,2.65,41653
4206,14-Jan-14,rolls/buns,2,41653
3160,14-Jan-14,shopping bags,1.8,41653
2294,14-Jan-14,whipped/sour cream,8,41653
2076,14-Jan-14,salty snack,6,41653
1608,14-Jan-14,ice cream,16,41653
4143,14-Jan-14,other vegetables,6,41653
2463,14-Jan-14,soda,7,41653
2541,14-Jan-14,soda,7,41653
4858,14-Jan-14,detergent,11,41653
3361,14-Jan-14,white wine,36,41653
4086,14-Jan-14,dishes,7,41653
1065,14-Jan-14,long life bakery product,7,41653
4362,14-Jan-14,domestic eggs,5,41653
2384,14-Jan-14,fruit/vegetable juice,11,41653
2564,14-Jan-14,rolls/buns,2,41653
2564,14-Jan-14,long life bakery product,7,41653
4086,14-Jan-14,napkins,6,41653
1065,14-Jan-14,rum,39,41653
4362,14-Jan-14,fruit/vegetable juice,11,41653
2384,14-Jan-14,tropical fruit,5,41653
2541,14-Jan-14,specialty bar,4,41653
4858,14-Jan-14,misc. beverages,21,41653
3361,14-Jan-14,bottled beer,31,41653
3246,14-Jan-14,coffee,16,41653
4762,15-Jan-14,pip fruit,4,41654
2347,15-Jan-14,sausage,2.49,41654
1169,15-Jan-14,other vegetables,6,41654
3554,15-Jan-14,white bread,1.4,41654
3782,15-Jan-14,pip fruit,4,41654
1052,15-Jan-14,root vegetables,8,41654
1574,15-Jan-14,whole milk,3,41654
1351,15-Jan-14,tropical fruit,5,41654
1139,15-Jan-14,tropical fruit,5,41654
4243,15-Jan-14,napkins,6,41654
4762,15-Jan-14,whole milk,3,41654
2347,15-Jan-14,canned beer,4.5,41654
1169,15-Jan-14,rolls/buns,2,41654
3554,15-Jan-14,make up remover,16,41654
3782,15-Jan-14,curd,4,41654
1052,15-Jan-14,grapes,8,41654
1574,15-Jan-14,flour,21,41654
1351,15-Jan-14,detergent,11,41654
1139,15-Jan-14,soft cheese,9,41654
4243,15-Jan-14,sugar,16,41654
2355,15-Jan-14,chocolate,6,41654
1591,15-Jan-14,frozen meals,6,41654
2160,15-Jan-14,margarine,6,41654
1351,15-Jan-14,rolls/buns,2,41654
1351,15-Jan-14,coffee,16,41654
2355,15-Jan-14,yogurt,2.65,41654
1591,15-Jan-14,bottled beer,31,41654
2160,15-Jan-14,rolls/buns,2,41654
1961,16-Jan-14,tropical fruit,5,41655
3697,16-Jan-14,sausage,2.49,41655
2237,16-Jan-14,flower (seeds),18,41655
3221,16-Jan-14,soda,7,41655
1476,16-Jan-14,yogurt,2.65,41655
3222,16-Jan-14,rolls/buns,2,41655
4646,16-Jan-14,whole milk,3,41655
1194,16-Jan-14,whole milk,3,41655
3566,16-Jan-14,other vegetables,6,41655
4803,16-Jan-14,whole milk,3,41655
2738,16-Jan-14,pickled vegetables,15,41655
2716,16-Jan-14,rolls/buns,2,41655
3848,16-Jan-14,root vegetables,8,41655
2332,16-Jan-14,rolls/buns,2,41655
1961,16-Jan-14,yogurt,2.65,41655
3697,16-Jan-14,shopping bags,1.8,41655
2237,16-Jan-14,sliced cheese,5,41655
3221,16-Jan-14,bottled water,3,41655
1476,16-Jan-14,coffee,16,41655
3222,16-Jan-14,sliced cheese,5,41655
4646,16-Jan-14,shopping bags,1.8,41655
1194,16-Jan-14,bottled water,3,41655
3566,16-Jan-14,hygiene articles,5,41655
4803,16-Jan-14,pickled vegetables,15,41655
2738,16-Jan-14,pastry,6,41655
2716,16-Jan-14,curd cheese,8,41655
3848,16-Jan-14,frozen vegetables,11,41655
2332,16-Jan-14,soft cheese,9,41655
1054,16-Jan-14,soda,7,41655
2851,16-Jan-14,rolls/buns,2,41655
2520,16-Jan-14,canned fruit,11,41655
2118,16-Jan-14,butter milk,2.65,41655
2738,16-Jan-14,brown bread,1.8,41655
2237,16-Jan-14,soups,8,41655
3221,16-Jan-14,house keeping products,11,41655
2738,16-Jan-14,sugar,16,41655
1054,16-Jan-14,fruit/vegetable juice,11,41655
2851,16-Jan-14,misc. beverages,21,41655
2520,16-Jan-14,newspapers,3,41655
2118,16-Jan-14,frozen vegetables,11,41655
1194,16-Jan-14,honey,9,41655
2855,17-Jan-14,yogurt,2.65,41656
1798,17-Jan-14,pip fruit,4,41656
1743,17-Jan-14,frankfurter,3,41656
1360,17-Jan-14,frankfurter,3,41656
2431,17-Jan-14,processed cheese,13,41656
2980,17-Jan-14,other vegetables,6,41656
4303,17-Jan-14,sugar,16,41656
3595,17-Jan-14,other vegetables,6,41656
4250,17-Jan-14,yogurt,2.65,41656
1613,17-Jan-14,tropical fruit,5,41656
1013,17-Jan-14,hard cheese,15,41656
2746,17-Jan-14,hamburger meat,6,41656
4392,17-Jan-14,pork,9,41656
2340,17-Jan-14,meat,21,41656
1698,17-Jan-14,yogurt,2.65,41656
2134,17-Jan-14,soda,7,41656
4182,17-Jan-14,whole milk,3,41656
2855,17-Jan-14,coffee,16,41656
1798,17-Jan-14,pastry,6,41656
1743,17-Jan-14,whipped/sour cream,8,41656
1360,17-Jan-14,ketchup,4,41656
2431,17-Jan-14,whole milk,3,41656
2980,17-Jan-14,bottled beer,31,41656
4303,17-Jan-14,shopping bags,1.8,41656
3595,17-Jan-14,curd,4,41656
4250,17-Jan-14,pet care,21,41656
1613,17-Jan-14,pastry,6,41656
1013,17-Jan-14,napkins,6,41656
2746,17-Jan-14,brown bread,1.8,41656
4392,17-Jan-14,other vegetables,6,41656
2340,17-Jan-14,yogurt,2.65,41656
1698,17-Jan-14,yogurt,2.65,41656
2134,17-Jan-14,bottled water,3,41656
4182,17-Jan-14,sliced cheese,5,41656
1316,17-Jan-14,rolls/buns,2,41656
3054,17-Jan-14,semi-finished bread,3,41656
2905,17-Jan-14,waffles,7,41656
2340,17-Jan-14,soda,7,41656
4303,17-Jan-14,instant coffee,9,41656
2431,17-Jan-14,soda,7,41656
2431,17-Jan-14,domestic eggs,5,41656
2980,17-Jan-14,cleaner,4.5,41656
2340,17-Jan-14,red/blush wine,11,41656
1316,17-Jan-14,whipped/sour cream,8,41656
3054,17-Jan-14,waffles,7,41656
2905,17-Jan-14,brown bread,1.8,41656
1013,17-Jan-14,bottled water,3,41656
2909,18-Jan-14,frozen fish,16,41657
3732,18-Jan-14,ice cream,16,41657
2391,18-Jan-14,citrus fruit,4,41657
2413,18-Jan-14,whole milk,3,41657
2816,18-Jan-14,citrus fruit,4,41657
3348,18-Jan-14,other vegetables,6,41657
2850,18-Jan-14,organic sausage,18,41657
2091,18-Jan-14,photo/film,31,41657
4814,18-Jan-14,pickled vegetables,15,41657
1462,18-Jan-14,salty snack,6,41657
2390,18-Jan-14,other vegetables,6,41657
1162,18-Jan-14,white bread,1.4,41657
4233,18-Jan-14,chicken,7,41657
2353,18-Jan-14,soda,7,41657
4505,18-Jan-14,tropical fruit,5,41657
3516,18-Jan-14,dessert,11,41657
1275,18-Jan-14,frozen potato products,3,41657
3349,18-Jan-14,rolls/buns,2,41657
4978,18-Jan-14,pork,9,41657
1816,18-Jan-14,jam,9,41657
1682,18-Jan-14,other vegetables,6,41657
1797,18-Jan-14,other vegetables,6,41657
2909,18-Jan-14,whole milk,3,41657
3732,18-Jan-14,fruit/vegetable juice,11,41657
2391,18-Jan-14,whipped/sour cream,8,41657
2413,18-Jan-14,cat food,9,41657
2816,18-Jan-14,chewing gum,3,41657
3348,18-Jan-14,soda,7,41657
2850,18-Jan-14,UHT-milk,9,41657
2091,18-Jan-14,vinegar,7,41657
4814,18-Jan-14,yogurt,2.65,41657
1462,18-Jan-14,sugar,16,41657
2390,18-Jan-14,other vegetables,6,41657
1162,18-Jan-14,yogurt,2.65,41657
4233,18-Jan-14,soda,7,41657
2353,18-Jan-14,soda,7,41657
4505,18-Jan-14,other vegetables,6,41657
3516,18-Jan-14,rolls/buns,2,41657
1275,18-Jan-14,domestic eggs,5,41657
3349,18-Jan-14,liquor,19,41657
4978,18-Jan-14,grapes,8,41657
1816,18-Jan-14,cake bar,11,41657
1682,18-Jan-14,newspapers,3,41657
1797,18-Jan-14,chocolate marshmallow,22,41657
1275,18-Jan-14,shopping bags,1.8,41657
3349,18-Jan-14,curd,4,41657
2816,18-Jan-14,frozen vegetables,11,41657
2816,18-Jan-14,margarine,6,41657
3348,18-Jan-14,pickled vegetables,15,41657
4233,18-Jan-14,packaged fruit/vegetables,6,41657
2353,18-Jan-14,cereals,10,41657
1275,18-Jan-14,butter milk,2.65,41657
3349,18-Jan-14,other vegetables,6,41657
2446,19-Jan-14,finished products,31,41658
4579,19-Jan-14,whole milk,3,41658
3025,19-Jan-14,hamburger meat,6,41658
2573,19-Jan-14,ham,11,41658
2244,19-Jan-14,finished products,31,41658
4299,19-Jan-14,other vegetables,6,41658
1438,19-Jan-14,whole milk,3,41658
3512,19-Jan-14,other vegetables,6,41658
3293,19-Jan-14,nuts/prunes,21,41658
2432,19-Jan-14,tropical fruit,5,41658
2893,19-Jan-14,other vegetables,6,41658
1561,19-Jan-14,onions,4,41658
3474,19-Jan-14,rolls/buns,2,41658
3396,19-Jan-14,cream cheese ,19,41658
1569,19-Jan-14,rolls/buns,2,41658
1755,19-Jan-14,whole milk,3,41658
2446,19-Jan-14,margarine,6,41658
4579,19-Jan-14,candles,7,41658
3025,19-Jan-14,cat food,9,41658
2573,19-Jan-14,Instant food products,17,41658
2244,19-Jan-14,canned fish,7,41658
4299,19-Jan-14,tidbits,27,41658
1438,19-Jan-14,yogurt,2.65,41658
3512,19-Jan-14,butter milk,2.65,41658
3293,19-Jan-14,vinegar,7,41658
2432,19-Jan-14,pickled vegetables,15,41658
2893,19-Jan-14,rolls/buns,2,41658
1561,19-Jan-14,cream cheese ,19,41658
3474,19-Jan-14,curd,4,41658
3396,19-Jan-14,whole milk,3,41658
1569,19-Jan-14,pastry,6,41658
1755,19-Jan-14,soda,7,41658
4292,19-Jan-14,whipped/sour cream,8,41658
1003,19-Jan-14,frozen meals,6,41658
4924,19-Jan-14,pastry,6,41658
2137,19-Jan-14,UHT-milk,9,41658
2322,19-Jan-14,sweet spreads,15,41658
2806,19-Jan-14,whipped/sour cream,8,41658
2615,19-Jan-14,frozen vegetables,11,41658
4299,19-Jan-14,dental care,5,41658
2446,19-Jan-14,whipped/sour cream,8,41658
4579,19-Jan-14,yogurt,2.65,41658
4292,19-Jan-14,pot plants,3,41658
1003,19-Jan-14,dental care,5,41658
4924,19-Jan-14,cereals,10,41658
2137,19-Jan-14,hard cheese,15,41658
2322,19-Jan-14,newspapers,3,41658
2806,19-Jan-14,canned beer,4.5,41658
2615,19-Jan-14,bottled water,3,41658
1438,19-Jan-14,shopping bags,1.8,41658
4406,20-Jan-14,pork,9,41659
4671,20-Jan-14,sausage,2.49,41659
2106,20-Jan-14,pastry,6,41659
3378,20-Jan-14,pork,9,41659
2127,20-Jan-14,whole milk,3,41659
2051,20-Jan-14,meat,21,41659
1650,20-Jan-14,coffee,16,41659
4329,20-Jan-14,pastry,6,41659
2663,20-Jan-14,canned beer,4.5,41659
4944,20-Jan-14,organic sausage,18,41659
4991,20-Jan-14,processed cheese,13,41659
4685,20-Jan-14,soft cheese,9,41659
2602,20-Jan-14,cream cheese ,19,41659
3890,20-Jan-14,newspapers,3,41659
1036,20-Jan-14,fruit/vegetable juice,11,41659
3695,20-Jan-14,frozen vegetables,11,41659
1196,20-Jan-14,pip fruit,4,41659
3656,20-Jan-14,canned beer,4.5,41659
1069,20-Jan-14,pork,9,41659
3639,20-Jan-14,tropical fruit,5,41659
4698,20-Jan-14,prosecco,9,41659
4406,20-Jan-14,cream cheese ,19,41659
4671,20-Jan-14,flower (seeds),18,41659
2106,20-Jan-14,fruit/vegetable juice,11,41659
3378,20-Jan-14,mayonnaise,5,41659
2127,20-Jan-14,fruit/vegetable juice,11,41659
2051,20-Jan-14,rolls/buns,2,41659
1650,20-Jan-14,detergent,11,41659
4329,20-Jan-14,bottled water,3,41659
2663,20-Jan-14,tropical fruit,5,41659
4944,20-Jan-14,salty snack,6,41659
4991,20-Jan-14,hygiene articles,5,41659
4685,20-Jan-14,pip fruit,4,41659
2602,20-Jan-14,whole milk,3,41659
3890,20-Jan-14,sliced cheese,5,41659
1036,20-Jan-14,vinegar,7,41659
3695,20-Jan-14,pastry,6,41659
1196,20-Jan-14,shopping bags,1.8,41659
3656,20-Jan-14,dental care,5,41659
1069,20-Jan-14,rolls/buns,2,41659
3639,20-Jan-14,whipped/sour cream,8,41659
4698,20-Jan-14,rolls/buns,2,41659
2325,20-Jan-14,whole milk,3,41659
2011,20-Jan-14,whipped/sour cream,8,41659
3410,20-Jan-14,shopping bags,1.8,41659
4698,20-Jan-14,specialty chocolate,21,41659
4944,20-Jan-14,white bread,1.4,41659
1650,20-Jan-14,rolls/buns,2,41659
1650,20-Jan-14,pasta,11,41659
4329,20-Jan-14,candles,7,41659
2663,20-Jan-14,kitchen towels,5,41659
3639,20-Jan-14,hygiene articles,5,41659
4698,20-Jan-14,white bread,1.4,41659
2325,20-Jan-14,long life bakery product,7,41659
2011,20-Jan-14,fruit/vegetable juice,11,41659
3410,20-Jan-14,cream cheese ,19,41659
2246,21-Jan-14,bottled beer,31,41660
4364,21-Jan-14,turkey,14,41660
3680,21-Jan-14,hamburger meat,6,41660
3350,21-Jan-14,citrus fruit,4,41660
4504,21-Jan-14,misc. beverages,21,41660
4490,21-Jan-14,domestic eggs,5,41660
4216,21-Jan-14,other vegetables,6,41660
3596,21-Jan-14,frozen vegetables,11,41660
2261,21-Jan-14,tropical fruit,5,41660
2482,21-Jan-14,pip fruit,4,41660
1661,21-Jan-14,pip fruit,4,41660
3403,21-Jan-14,bottled water,3,41660
4400,21-Jan-14,rolls/buns,2,41660
2258,21-Jan-14,seasonal products,15,41660
3320,21-Jan-14,hamburger meat,6,41660
2779,21-Jan-14,red/blush wine,11,41660
3315,21-Jan-14,frozen meals,6,41660
3219,21-Jan-14,shopping bags,1.8,41660
3010,21-Jan-14,rolls/buns,2,41660
3344,21-Jan-14,canned beer,4.5,41660
2246,21-Jan-14,soda,7,41660
4364,21-Jan-14,yogurt,2.65,41660
3680,21-Jan-14,butter milk,2.65,41660
3350,21-Jan-14,baking powder,4,41660
4504,21-Jan-14,other vegetables,6,41660
4490,21-Jan-14,processed cheese,13,41660
4216,21-Jan-14,brown bread,1.8,41660
3596,21-Jan-14,rolls/buns,2,41660
2261,21-Jan-14,oil,6,41660
2482,21-Jan-14,vinegar,7,41660
1661,21-Jan-14,tidbits,27,41660
3403,21-Jan-14,baking powder,4,41660
4400,21-Jan-14,shopping bags,1.8,41660
2258,21-Jan-14,butter,2.5,41660
3320,21-Jan-14,rolls/buns,2,41660
2779,21-Jan-14,whipped/sour cream,8,41660
3315,21-Jan-14,whole milk,3,41660
3219,21-Jan-14,whole milk,3,41660
3010,21-Jan-14,root vegetables,8,41660
3344,21-Jan-14,bottled water,3,41660
2258,21-Jan-14,ice cream,16,41660
2573,21-Jan-14,pastry,6,41660
2806,21-Jan-14,newspapers,3,41660
2120,21-Jan-14,soda,7,41660
3468,21-Jan-14,butter,2.5,41660
2779,21-Jan-14,specialty cheese,6,41660
3596,21-Jan-14,curd cheese,8,41660
4504,21-Jan-14,rolls/buns,2,41660
4490,21-Jan-14,whole milk,3,41660
4504,21-Jan-14,brown bread,1.8,41660
4490,21-Jan-14,bottled water,3,41660
2246,21-Jan-14,newspapers,3,41660
2779,21-Jan-14,abrasive cleaner,13,41660
2573,21-Jan-14,soda,7,41660
2806,21-Jan-14,long life bakery product,7,41660
2120,21-Jan-14,napkins,6,41660
3468,21-Jan-14,dish cleaner,9,41660
3403,21-Jan-14,UHT-milk,9,41660
2482,21-Jan-14,misc. beverages,21,41660
2328,22-Jan-14,bottled beer,31,41661
1697,22-Jan-14,sausage,2.49,41661
3764,22-Jan-14,other vegetables,6,41661
3119,22-Jan-14,salty snack,6,41661
4812,22-Jan-14,tropical fruit,5,41661
4234,22-Jan-14,other vegetables,6,41661
1714,22-Jan-14,mustard,9,41661
3435,22-Jan-14,other vegetables,6,41661
4362,22-Jan-14,chewing gum,3,41661
3104,22-Jan-14,root vegetables,8,41661
3084,22-Jan-14,citrus fruit,4,41661
4094,22-Jan-14,onions,4,41661
4659,22-Jan-14,white wine,36,41661
3713,22-Jan-14,tropical fruit,5,41661
2328,22-Jan-14,grapes,8,41661
1697,22-Jan-14,butter,2.5,41661
3764,22-Jan-14,frozen vegetables,11,41661
3119,22-Jan-14,brown bread,1.8,41661
4812,22-Jan-14,rolls/buns,2,41661
4234,22-Jan-14,fruit/vegetable juice,11,41661
1714,22-Jan-14,zwieback,8,41661
3435,22-Jan-14,bottled water,3,41661
4362,22-Jan-14,curd,4,41661
3104,22-Jan-14,white wine,36,41661
3084,22-Jan-14,other vegetables,6,41661
4094,22-Jan-14,margarine,6,41661
4659,22-Jan-14,root vegetables,8,41661
3713,22-Jan-14,root vegetables,8,41661
3950,22-Jan-14,cat food,9,41661
2241,22-Jan-14,butter,2.5,41661
4036,22-Jan-14,cat food,9,41661
4234,22-Jan-14,oil,6,41661
4234,22-Jan-14,detergent,11,41661
2328,22-Jan-14,candy,11,41661
3950,22-Jan-14,white bread,1.4,41661
2241,22-Jan-14,brown bread,1.8,41661
4036,22-Jan-14,whipped/sour cream,8,41661
4362,22-Jan-14,yogurt,2.65,41661
1336,23-Jan-14,rolls/buns,2,41662
3960,23-Jan-14,baking powder,4,41662
2801,23-Jan-14,root vegetables,8,41662
2808,23-Jan-14,other vegetables,6,41662
1465,23-Jan-14,ham,11,41662
2341,23-Jan-14,root vegetables,8,41662
2727,23-Jan-14,fish,14,41662
4925,23-Jan-14,whipped/sour cream,8,41662
2688,23-Jan-14,sliced cheese,5,41662
4365,23-Jan-14,other vegetables,6,41662
3529,23-Jan-14,fruit/vegetable juice,11,41662
4391,23-Jan-14,canned fish,7,41662
1065,23-Jan-14,hamburger meat,6,41662
3967,23-Jan-14,hard cheese,15,41662
4660,23-Jan-14,pork,9,41662
3900,23-Jan-14,canned vegetables,8,41662
1895,23-Jan-14,onions,4,41662
1005,23-Jan-14,whipped/sour cream,8,41662
3255,23-Jan-14,bottled beer,31,41662
3678,23-Jan-14,curd,4,41662
3139,23-Jan-14,citrus fruit,4,41662
1820,23-Jan-14,root vegetables,8,41662
4464,23-Jan-14,rolls/buns,2,41662
2967,23-Jan-14,canned beer,4.5,41662
3268,23-Jan-14,citrus fruit,4,41662
3090,23-Jan-14,other vegetables,6,41662
4679,23-Jan-14,beef,8,41662
1336,23-Jan-14,domestic eggs,5,41662
3960,23-Jan-14,frozen potato products,3,41662
2801,23-Jan-14,whole milk,3,41662
2808,23-Jan-14,white bread,1.4,41662
1465,23-Jan-14,brown bread,1.8,41662
2341,23-Jan-14,beef,8,41662
2727,23-Jan-14,fruit/vegetable juice,11,41662
4925,23-Jan-14,brown bread,1.8,41662
2688,23-Jan-14,brown bread,1.8,41662
4365,23-Jan-14,UHT-milk,9,41662
3529,23-Jan-14,other vegetables,6,41662
4391,23-Jan-14,salty snack,6,41662
1065,23-Jan-14,soda,7,41662
3967,23-Jan-14,rolls/buns,2,41662
4660,23-Jan-14,specialty chocolate,21,41662
3900,23-Jan-14,pasta,11,41662
1895,23-Jan-14,whipped/sour cream,8,41662
1005,23-Jan-14,margarine,6,41662
3255,23-Jan-14,semi-finished bread,3,41662
3678,23-Jan-14,specialty bar,4,41662
3139,23-Jan-14,rum,39,41662
1820,23-Jan-14,butter milk,2.65,41662
4464,23-Jan-14,coffee,16,41662
2967,23-Jan-14,flower (seeds),18,41662
3268,23-Jan-14,white bread,1.4,41662
3090,23-Jan-14,chewing gum,3,41662
4679,23-Jan-14,potato products,3,41662
1445,23-Jan-14,pip fruit,4,41662
4680,23-Jan-14,white wine,36,41662
1908,23-Jan-14,sauces,5.5,41662
2688,23-Jan-14,roll products ,9,41662
4925,23-Jan-14,sparkling wine,26,41662
1336,23-Jan-14,napkins,6,41662
1445,23-Jan-14,rolls/buns,2,41662
4680,23-Jan-14,chocolate marshmallow,22,41662
1908,23-Jan-14,shopping bags,1.8,41662
1566,24-Jan-14,citrus fruit,4,41663
2461,24-Jan-14,bottled water,3,41663
3608,24-Jan-14,house keeping products,11,41663
4066,24-Jan-14,hamburger meat,6,41663
4759,24-Jan-14,chewing gum,3,41663
1822,24-Jan-14,dessert,11,41663
1384,24-Jan-14,canned beer,4.5,41663
1781,24-Jan-14,tropical fruit,5,41663
1278,24-Jan-14,root vegetables,8,41663
4589,24-Jan-14,pork,9,41663
3353,24-Jan-14,root vegetables,8,41663
2132,24-Jan-14,whole milk,3,41663
4479,24-Jan-14,rolls/buns,2,41663
4815,24-Jan-14,cat food,9,41663
4852,24-Jan-14,condensed milk,2.5,41663
3369,24-Jan-14,specialty bar,4,41663
1566,24-Jan-14,salt,3,41663
2461,24-Jan-14,pastry,6,41663
3608,24-Jan-14,spread cheese,9,41663
4066,24-Jan-14,sliced cheese,5,41663
4759,24-Jan-14,root vegetables,8,41663
1822,24-Jan-14,semi-finished bread,3,41663
1384,24-Jan-14,domestic eggs,5,41663
1781,24-Jan-14,shopping bags,1.8,41663
1278,24-Jan-14,newspapers,3,41663
4589,24-Jan-14,candy,11,41663
3353,24-Jan-14,yogurt,2.65,41663
2132,24-Jan-14,waffles,7,41663
4479,24-Jan-14,soda,7,41663
4815,24-Jan-14,coffee,16,41663
4852,24-Jan-14,waffles,7,41663
3369,24-Jan-14,rolls/buns,2,41663
1009,24-Jan-14,canned fish,7,41663
3289,24-Jan-14,other vegetables,6,41663
3530,24-Jan-14,napkins,6,41663
4589,24-Jan-14,yogurt,2.65,41663
3353,24-Jan-14,sparkling wine,26,41663
2132,24-Jan-14,chocolate,6,41663
1009,24-Jan-14,cocoa drinks,17,41663
3289,24-Jan-14,domestic eggs,5,41663
3530,24-Jan-14,rolls/buns,2,41663
4759,24-Jan-14,frozen vegetables,11,41663
4042,25-Jan-14,root vegetables,8,41664
2718,25-Jan-14,root vegetables,8,41664
4324,25-Jan-14,chicken,7,41664
1483,25-Jan-14,fruit/vegetable juice,11,41664
2259,25-Jan-14,candy,11,41664
3905,25-Jan-14,fruit/vegetable juice,11,41664
1277,25-Jan-14,butter,2.5,41664
1129,25-Jan-14,whole milk,3,41664
3149,25-Jan-14,whipped/sour cream,8,41664
2232,25-Jan-14,domestic eggs,5,41664
1699,25-Jan-14,liquor (appetizer),20,41664
3613,25-Jan-14,root vegetables,8,41664
1169,25-Jan-14,waffles,7,41664
4110,25-Jan-14,chicken,7,41664
2148,25-Jan-14,soda,7,41664
3945,25-Jan-14,pip fruit,4,41664
1237,25-Jan-14,butter milk,2.65,41664
4042,25-Jan-14,domestic eggs,5,41664
2718,25-Jan-14,Instant food products,17,41664
4324,25-Jan-14,misc. beverages,21,41664
1483,25-Jan-14,detergent,11,41664
2259,25-Jan-14,soda,7,41664
3905,25-Jan-14,soft cheese,9,41664
1277,25-Jan-14,brown bread,1.8,41664
1129,25-Jan-14,baking powder,4,41664
3149,25-Jan-14,pastry,6,41664
2232,25-Jan-14,dessert,11,41664
1699,25-Jan-14,hygiene articles,5,41664
3613,25-Jan-14,shopping bags,1.8,41664
1169,25-Jan-14,whole milk,3,41664
4110,25-Jan-14,yogurt,2.65,41664
2148,25-Jan-14,cream cheese ,19,41664
3945,25-Jan-14,rolls/buns,2,41664
1237,25-Jan-14,hard cheese,15,41664
2607,25-Jan-14,margarine,6,41664
1169,25-Jan-14,other vegetables,6,41664
4110,25-Jan-14,hygiene articles,5,41664
1483,25-Jan-14,yogurt,2.65,41664
1483,25-Jan-14,snack products,12,41664
2259,25-Jan-14,candy,11,41664
1169,25-Jan-14,white bread,1.4,41664
4110,25-Jan-14,brown bread,1.8,41664
2607,25-Jan-14,misc. beverages,21,41664
3149,25-Jan-14,napkins,6,41664
2355,26-Jan-14,canned beer,4.5,41665
1672,26-Jan-14,sausage,2.49,41665
2475,26-Jan-14,citrus fruit,4,41665
4658,26-Jan-14,canned beer,4.5,41665
1595,26-Jan-14,other vegetables,6,41665
4721,26-Jan-14,fruit/vegetable juice,11,41665
2178,26-Jan-14,beef,8,41665
1161,26-Jan-14,beef,8,41665
4453,26-Jan-14,hamburger meat,6,41665
1645,26-Jan-14,hygiene articles,5,41665
1404,26-Jan-14,whole milk,3,41665
1032,26-Jan-14,whipped/sour cream,8,41665
1917,26-Jan-14,sausage,2.49,41665
1062,26-Jan-14,whole milk,3,41665
2355,26-Jan-14,whipped/sour cream,8,41665
1672,26-Jan-14,white bread,1.4,41665
2475,26-Jan-14,cleaner,4.5,41665
4658,26-Jan-14,canned beer,4.5,41665
1595,26-Jan-14,yogurt,2.65,41665
4721,26-Jan-14,tropical fruit,5,41665
2178,26-Jan-14,salt,3,41665
1161,26-Jan-14,newspapers,3,41665
4453,26-Jan-14,rolls/buns,2,41665
